"","AGSP","AICA","AMME","ANAR","APOC","ASSP","AST1","AST2","AST3","AVBA","BRDI","BRHO","BRMA","BRMI","CAAT","CAPY","CEGL","CESO","CHSU","CIQU","COAR","CRTI","CYEC","DACA","DICA","DIMU","ERBO","ERCI","ERMO","FIGA","GAAP","GAGR","GAPA","GAPH","GEDI","GEMO","HOMU","HYRA","HYSP","JUBU","LASE","LIBI","LOMU","LYHY","MAD1","MAD2","NAPU","PAVI","PLNO","SABI1","SABI2","SHAR","SIGA","SPRU","STPU","TACA","THGR","TRDU","TRER","TRGL","TRHI","TRLA","TRPR","TRSP","TRSU","UNBU","UNF1","UNF3","UNF4","UNF8","UNFR","UNGR","VISA","VUBR","XAST"
"control_control_2019_high",0,0.00724808378784859,0,0,0.0193523837135557,0.181202094696215,0.306835547018924,0.00724808378784859,0.0181202094696215,7.24808378784859e-05,0,0.00184826136590139,0,0.00845609775249002,0.00362404189392429,0,0.00726620399731821,0,0.11778136155254,7.24808378784859e-05,0,7.24808378784859e-05,0,0,0,0,0.0380524398862051,0.00246434848786852,0,7.24808378784859e-05,7.24808378784859e-05,0,0,0,0,0,0,0,0,0.00726620399731821,0,0,0.011778136155254,0.00724808378784859,0,0,0.00456629278634461,0,7.24808378784859e-05,0,0,7.24808378784859e-05,0,0,0,7.24808378784859e-05,0,0.00545418305035606,0,0,0.0217442513635458,0.0242085998514143,0,0,0.188450178484063,0,0,0,0,0,7.24808378784859e-05,7.24808378784859e-05,0,0.00906010473481073,0
"control_control_2019_low",0,0,0,0,0,0,0,0,9.50607993028875e-05,0.594129995643047,0.00953776686338971,0.218639838396641,9.50607993028875e-05,0,0,0,0.00480057036479582,0,0,0,0,0,0,0,0,0.00950607993028875,0.00598883035608191,0,0,0,0,0,0,0,0,0.00950607993028875,0.00952984513011447,0,0,0,0,0,0.0143066502950846,0,0,0,0,0,0,0,0,0,0,0,0,0.00950607993028875,0,0.0190121598605775,0,0,0.0427773596862994,0.00950607993028875,0,9.50607993028875e-05,0.00475303996514437,0,0,0,0,0,9.50607993028875e-05,0,0.038024319721155,9.50607993028875e-05,0
"control_control_2020_high",0,0.163230240549828,0,0,0,0,0,0,0,0.0171821305841924,0,0.13745704467354,0,0,0.0343642611683849,0,0,0,0,0,0,0,0,0,0,0,0.0515463917525773,0,0,0,0,0,0,0,0,0,0,0,0.103092783505155,0,0,0,0.223367697594502,0,0.0103092783505155,0,0.0206185567010309,0,0,0,0,0,0.0103092783505155,0,0,0,0,0.00687285223367698,0,0,0.128865979381443,0.00343642611683849,0,0,0,0,0,0,0,0,0,0,0,0.0893470790378007,0
"control_control_2020_low",0,0,0.00925754489909276,0,0,0,0,0,0,0.283898043572178,0.432018761957662,0.185150897981855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185150897981855,0,0,0,0,6.17169659939517e-05,0,0,0,0.00617169659939517,0.00925754489909276,0,0,0,6.17169659939517e-05,6.17169659939517e-05,0.0123433931987903,0,0,0,0,0,0,0,0,0,0,0,0,0.00617169659939517,0,0,0,0,0.00617169659939517,0.00617169659939517,0,0,0,0,0,0,0,0,0,0,0.0246867863975807,0,0
"control_control_2021_high",0,0.0492420024963814,0,0,0,0,0,0,7.03206033507768e-05,0.0070555005361946,0,0.203929749717253,7.03206033507768e-05,7.03206033507768e-05,0,0,0,0,7.03206033507768e-05,7.03206033507768e-05,0,0,0,0,0,0,0.00704964048591537,0.0158572960556002,0,0,0,0,7.03206033507768e-05,0,0,7.03206033507768e-05,7.03206033507768e-05,0,7.03206033507768e-05,0,0,7.03206033507768e-05,0.0580320779152285,0,0,0,7.03206033507768e-05,0,0.00351603016753884,0,0,0,0,0,0,0.339882916195421,0,0.0304957016531202,0.105480905026165,0,7.03206033507768e-05,7.03206033507768e-05,0,0,0.0554126354404121,0,0,0,0,0,0,0,7.03206033507768e-05,0.123061055863859,0
"control_control_2021_low",0,0,0.0203935356339877,0,0,0,0,0,9.05373391076036e-05,0.39614612726532,0.376906942704954,0.0599809871587874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05373391076036e-05,0,0,0,0,0,9.05373391076036e-05,0,0,0.0203709012992108,0.00908391302379623,0,0,0,0,0.00452686695538018,0.00908391302379623,0,0,0,0,0,0,0,0,0,0,0,0.0135806008661405,9.05373391076036e-05,0,9.05373391076036e-05,0,0,0.00909900258031416,0.0181074678215207,0.0181074678215207,0,0,0.0271612017322811,0,0,0,0,0,0,0.0169983854174526,0,0
"control_dry_2019_high",0.0084841628959276,0.108597285067873,0,0,0.00678733031674208,0.101809954751131,0.0497737556561086,0.0135746606334842,0.00342760180995475,6.78733031674208e-05,0,6.78733031674208e-05,0,0.00850113122171946,0.00510746606334842,0,0.00682126696832579,0,0.0135746606334842,6.78733031674208e-05,0,6.78733031674208e-05,0,0,6.78733031674208e-05,0,0.0356334841628959,6.78733031674208e-05,0,6.78733031674208e-05,0,0,0,0,0,6.78733031674208e-05,0,0,0,0.00904977375565611,0,0,0.00680995475113122,0.0203619909502262,0,0,0.00936651583710407,0,0.00339366515837104,0,0,0.00117647058823529,0,0,0.00678733031674208,0.00682126696832579,0,0.0237556561085973,0.39027149321267,0,0,0.0136085972850679,0,0,0.122171945701357,0,0,0,0,0,0.00682126696832579,0.00678733031674208,0,0.0101809954751131,0
"control_dry_2019_low",0,0,0.00233553912028026,0,0,0,0,0,0,0.776223295857853,0.00915897694227555,0.0664025828314977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691502759141804,9.15897694227555e-05,0,0,0,0,0,0,0,0.00233553912028026,0.0228974423556889,0,0,0.0457948847113777,0,0,0.0149062349735535,0,0,0,0,0,0,0,0,9.15897694227555e-05,0,0,0,0.00457948847113777,0,0,0,0,0.0435051404758088,0,0,0,9.15897694227555e-05,0,0,0,0,0,0,0,9.15897694227555e-05,0.00457948847113777,0
"control_dry_2020_high",0,0.31306974088875,0,0,0,0,0,0,0,0.018434282978214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644555348888602,0,0,0,0,0,0,0,0,0,0,0,0.0368317342222059,0,0,0,0.0552476013333088,0,0.0552476013333088,0,0.211782471777684,0,0,0,0,0,0,0,0.0184158671111029,0.0699802950221911,0,0,0,0,0.0460396677777573,0.0184158671111029,0,0,0,0,0,0,0,0,0,0,0,0.0920793355555146,0
"control_dry_2020_low",0,0,0.0227685875295401,0.090892564988184,0,0,0,0,0,0.318123977458644,0.22723141247046,0.0272677694964552,0.0045446282494092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182239592801309,0,0,0,0,0,0,0,0,0.136338847482276,0.109071077985821,0,0,0,0,0,0.0181785129976368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0892564988184e-05,0,0,0,0,0,0,0,0,0,0,0.0272677694964552,0,0
"control_dry_2021_high",0,0.0984258300256679,0,0,0,0,0,0,0,0.189131987108146,0,0,0,7.71967294318964e-05,0,0,0,0,7.71967294318964e-05,0,0,0,0,0,0,0,0.00389843483631077,0.00385983647159482,0.00385983647159482,0,0,0,7.71967294318964e-05,0,0,0.00389843483631077,7.71967294318964e-05,0,0,0,0,0,0.0328472083732719,0,0,0,0.00870393124344632,0.0463180376591378,7.71967294318964e-05,0,0,7.71967294318964e-05,0,0,0.0617573835455171,0.250889370653663,0,0,0.0154393458863793,0,0.0231590188295689,0.00645879302913533,0,0,0.0385983647159482,0,0,0,0,0,0,0,0,0.212291005937715,0
"control_dry_2021_low",0,0,0.0835116240227152,0,0,0,0,0,0,0.422330212914874,0.286325568077881,0.016750045732556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127255808034614,0,0,0,0,0,0,0,0,0.0143878597959135,0.145548830439589,0,0,0,9.54418560259602e-05,0,9.54418560259602e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00601283692963549,9.54418560259602e-05,0.011930232003245,0,0,0,0,0,9.54418560259602e-05,0,0,0,9.54418560259602e-05,0,0
"control_wet_2019_high",6.10047482029018e-05,0.0144886276981892,0,6.10047482029018e-05,0.0162679328541071,0.244018992811607,0.294856282980692,0,0.0366028489217411,0,0,0.012221284556648,0,0.001555621079174,6.10047482029018e-05,0,0.00614114465242544,0,0.0106758309355078,6.10047482029018e-05,0,6.10047482029018e-05,0,0,0.00610047482029018,0,0.0396530863318862,0.0137413195327036,0,6.10047482029018e-05,6.10047482029018e-05,0,0,0,0,0,6.10047482029018e-05,0,0,0.00459060730226836,0,0,0.0264353908879241,0.0183014244608705,0,0,0.001555621079174,0,0,0,0,6.10047482029018e-05,0,0,0,0,0,0.0122009496405804,0.0122009496405804,6.10047482029018e-05,0.00610047482029018,0.0122009496405804,0,0.0915071223043527,0.109808546765223,0,0,0,0,0,0.00308073978424654,0,0,0.00508372901690848,0
"control_wet_2019_low",0,0,8.32772368612809e-05,0,0,0,0,0,0.00832772368612809,0.441369355364789,0.0125124048384075,0.276896812563759,0.0166554473722562,0,0,0,8.32772368612809e-05,0,0,0,0,0,0,0,0,0,0.00832772368612809,8.32772368612809e-05,0,0,0,0,8.32772368612809e-05,0,0,0.0135533702991735,0.0249831710583843,0,0,0.00832772368612809,0,0,0.0187581976030035,0,0,0,0,0,0,0.00832772368612809,8.32772368612809e-05,8.32772368612809e-05,0,0,0,0.0333386538234661,0,0.0166554473722562,0,0,0.0353928256660444,0.00624579276459607,0,0.0166554473722562,0.0249831710583843,0,0,0,0,0,0.00832772368612809,0,8.32772368612809e-05,0.0197783437545542,0
"control_wet_2020_high",0,0.331929547953447,0,0,0,0,0,0,0,0.00829823869883617,0,0,0,0,0.00414911934941809,0,0,0,0,0,0,0,0,0,0,0,0.0145219177229633,0,0,0,0,0,0.00829823869883617,0,0,0,0.0207455967470904,0,0.0829823869883617,0,0,0,0.145219177229633,0,0,0,4.14911934941809e-05,0,0,0,0,0,0.0414911934941809,0,0,0,0,0.0829823869883617,0,0,0.207455967470904,0.0103935439702923,0,0,0,0,0,0,0,0,0,0,0,0.0414911934941809,0
"control_wet_2020_low",0,0,0,0,0,0,0,0,0,0.39434398062081,0.0985859951552025,0.0845022815616022,0.00563348543744014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169004563123204,0,0,0,0,0.00281674271872007,0.00563348543744014,0,0,0.0845022815616022,0.0563348543744014,0,0,0,0,0,0.0169004563123204,0,0,0,0,0,0,0,0.0281674271872007,0,0,0,0,0,5.63348543744014e-05,0,0,0,0.0873190242803222,0.00563348543744014,0,0,0,0,0,0,0,0,0,0,0.112669708748803,0,0
"control_wet_2021_high",0,0.0434672908986417,0,0,0,5.60687402755779e-05,0,0,5.60687402755779e-05,0.0224415132953,5.60687402755779e-05,0.00284548856898558,0,0.00843834541147447,0,0,0,0,5.60687402755779e-05,0,0,0,0.0112137480551156,0,0,0,0.00492003195918196,0.00705064408965392,0,0,0,0,5.60687402755779e-05,0,0.00283147138391668,5.60687402755779e-05,0.00843834541147447,0,5.60687402755779e-05,0,0,0,0.196259280544614,0,0,0,0,0,0.00142975287702724,0,0,5.60687402755779e-05,0,0,0,0.280343701377889,0,0.0654322199015994,0.112137480551156,0,0,0,0,0,0.0598253458740416,0.00284081617396261,0,0,0,0,0,0,0.00142975287702724,0.168206220826734,0
"control_wet_2021_low",0,0,0.0024390243902439,0,0,0,0,0,6.41848523748396e-05,0.304910141206675,0.494223363286265,0.0320924261874198,0.0962772785622594,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41848523748396e-05,0,0,0,0,0,6.41848523748396e-05,0,6.41848523748396e-05,0.00539152759948652,0.0104460847240051,0,0,0,0,0,0.00641848523748396,0,0,0,0,0,0,0,0.00320924261874198,0.00320924261874198,0,0,0,6.41848523748396e-05,0,6.41848523748396e-05,0,0,6.41848523748396e-05,0,0.0224646983311938,0,0,0.00320924261874198,0,0,0,0,0,0,0.0152599486521181,0,0
"+N fertilizer_control_2019_high",0,0.014253809774041,0,0,0.00875810124365038,0.0262743037309511,0.160565189466924,0,0.00875810124365038,0.0470747941846208,0,0.0240847784200385,8.75810124365038e-05,0.0175162024873008,8.75810124365038e-05,0,0,8.75810124365038e-05,8.75810124365038e-05,0,0,0,0,0,0.00437905062182519,0,0.0153266771763882,0.00440824429263736,0,8.75810124365038e-05,8.75810124365038e-05,0,0,0,0,0,8.75810124365038e-05,0,0,0.00875810124365038,0,0,0.0153266771763882,0,0,0,0,0,0.00440824429263736,0,0,0.00225521107023997,0,0,0,0.0153266771763882,0,0.0372219302855141,0,0,0.00875810124365038,0.0175162024873008,0,0,0.536433701173586,0,0,0,0,0,8.75810124365038e-05,0,0,0.0218952531091259,0
"+N fertilizer_control_2019_low",0,0,7.7269800386349e-05,0,0,0,0,0,7.7269800386349e-05,0.424983902124919,0.00776561493882807,0.135222150676111,7.7269800386349e-05,0,0,0,7.7269800386349e-05,0,0,0,7.7269800386349e-05,0,0,0,0.0019703799098519,7.7269800386349e-05,0.00583386992916935,0,0,0,0,0,0,0,0,0.0115904700579523,0.0154539600772698,0,0,0,0,0,0.0141918866709594,0,0,0,0,0,0,0,0.00386349001931745,0,0,0,0,0.0231809401159047,0,0.00776561493882807,0,0,0.0888602704443013,0,0,0,0.0231809401159047,0,0,0,0,0,0.0309079201545396,0,0,0.204764971023825,0
"+N fertilizer_control_2020_high",0,0.281276086088629,0,0,0,0,0,0,0,0.0943635901716692,0,0.181468442637825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021776213116539,0,0,0,0,0,0.00362936885275651,0,0,0,0,0,0.014517475411026,0,0,0,0.0127027909846478,0,0,3.62936885275651e-05,0,0,3.62936885275651e-05,0,0,0,3.62936885275651e-05,0,0,0.14517475411026,0,0,0,0,0.244982397561064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
