"","AGSP","AICA","AMME","ANAR","APOC","ASSP","AST1","AST2","AST3","AVBA","BRDI","BRHO","BRMA","BRMI","CAAT","CAPY","CEGL","CESO","CHSU","CIQU","COAR","CRTI","CYEC","DACA","DICA","DIMU","ERBO","ERCI","ERMO","FIGA","GAAP","GAGR","GAPA","GAPH","GEDI","GEMO","HOMU","HYRA","HYSP","JUBU","LASE","LIBI","LOMU","LYHY","MAD1","MAD2","NAPU","PAVI","PLNO","SABI1","SABI2","SHAR","SIGA","SPRU","STPU","TACA","THGR","TRDU","TRER","TRGL","TRHI","TRLA","TRPR","TRSP","TRSU","UNBU","UNF1","UNF3","UNF4","UNF8","UNFR","UNGR","VISA","VUBR","XAST"
"control_control_2020_high",0,0.163230240549828,0,0,0,0,0,0,0,0.0171821305841924,0,0.13745704467354,0,0,0.0343642611683849,0,0,0,0,0,0,0,0,0,0,0,0.0515463917525773,0,0,0,0,0,0,0,0,0,0,0,0.103092783505155,0,0,0,0.223367697594502,0,0.0103092783505155,0,0.0206185567010309,0,0,0,0,0,0.0103092783505155,0,0,0,0,0.00687285223367698,0,0,0.128865979381443,0.00343642611683849,0,0,0,0,0,0,0,0,0,0,0,0.0893470790378007,0
"control_control_2020_low",0,0,0.00925754489909276,0,0,0,0,0,0,0.283898043572178,0.432018761957662,0.185150897981855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185150897981855,0,0,0,0,6.17169659939517e-05,0,0,0,0.00617169659939517,0.00925754489909276,0,0,0,6.17169659939517e-05,6.17169659939517e-05,0.0123433931987903,0,0,0,0,0,0,0,0,0,0,0,0,0.00617169659939517,0,0,0,0,0.00617169659939517,0.00617169659939517,0,0,0,0,0,0,0,0,0,0,0.0246867863975807,0,0
"control_dry_2020_high",0,0.31306974088875,0,0,0,0,0,0,0,0.018434282978214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644555348888602,0,0,0,0,0,0,0,0,0,0,0,0.0368317342222059,0,0,0,0.0552476013333088,0,0.0552476013333088,0,0.211782471777684,0,0,0,0,0,0,0,0.0184158671111029,0.0699802950221911,0,0,0,0,0.0460396677777573,0.0184158671111029,0,0,0,0,0,0,0,0,0,0,0,0.0920793355555146,0
"control_dry_2020_low",0,0,0.0227685875295401,0.090892564988184,0,0,0,0,0,0.318123977458644,0.22723141247046,0.0272677694964552,0.0045446282494092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182239592801309,0,0,0,0,0,0,0,0,0.136338847482276,0.109071077985821,0,0,0,0,0,0.0181785129976368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0892564988184e-05,0,0,0,0,0,0,0,0,0,0,0.0272677694964552,0,0
"control_wet_2020_high",0,0.331929547953447,0,0,0,0,0,0,0,0.00829823869883617,0,0,0,0,0.00414911934941809,0,0,0,0,0,0,0,0,0,0,0,0.0145219177229633,0,0,0,0,0,0.00829823869883617,0,0,0,0.0207455967470904,0,0.0829823869883617,0,0,0,0.145219177229633,0,0,0,4.14911934941809e-05,0,0,0,0,0,0.0414911934941809,0,0,0,0,0.0829823869883617,0,0,0.207455967470904,0.0103935439702923,0,0,0,0,0,0,0,0,0,0,0,0.0414911934941809,0
"control_wet_2020_low",0,0,0,0,0,0,0,0,0,0.39434398062081,0.0985859951552025,0.0845022815616022,0.00563348543744014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169004563123204,0,0,0,0,0.00281674271872007,0.00563348543744014,0,0,0.0845022815616022,0.0563348543744014,0,0,0,0,0,0.0169004563123204,0,0,0,0,0,0,0,0.0281674271872007,0,0,0,0,0,5.63348543744014e-05,0,0,0,0.0873190242803222,0.00563348543744014,0,0,0,0,0,0,0,0,0,0,0.112669708748803,0,0
"+N fertilizer_control_2020_high",0,0.281276086088629,0,0,0,0,0,0,0,0.0943635901716692,0,0.181468442637825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021776213116539,0,0,0,0,0,0.00362936885275651,0,0,0,0,0,0.014517475411026,0,0,0,0.0127027909846478,0,0,3.62936885275651e-05,0,0,3.62936885275651e-05,0,0,0,3.62936885275651e-05,0,0,0.14517475411026,0,0,0,0,0.244982397561064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"+N fertilizer_control_2020_low",0,0,4.53453044937197e-05,0,0,0,0,0,0,0.0340089783702898,0.204053870221739,0.170044891851449,0,0,0,0,0,0,0,0,0,0,0,0,4.53453044937197e-05,0,0.00453453044937197,0,0,0,0,0,0,0,0,0.00453453044937197,0.0340089783702898,0,0,0,0,0,0.00906906089874394,0,0,0,0,0,0,0,0,0,0,0,0,0.147372239604589,0,0,0,0,0.00680179567405795,4.53453044937197e-05,0,0,0,0,0,0,0,0,0,0,0,0.385435088196617,0
"+N fertilizer_dry_2020_high",0,0.252521608634796,0,0,0,0,0,0,0,0.00288596124154053,0,0.115438449661621,0,0,0.00577192248308105,0,0,0,0,0,0,0,0,0,0,0,0.0101008643453918,0,0,0,0,0,0.00577192248308105,0,0,0,0,0,0.0158727868284729,0,0,0.0288596124154053,0.0288596124154053,0,0,0,0.121210372144702,0,0,0,0,0,0.00865788372462158,0,0.0288596124154053,0.10822354655777,0,0,0,0,0.216447093115539,0.0432894186231079,0,0,0,0,0,0,0,0,0,0,0,0.00722933291005902,0
"+N fertilizer_dry_2020_low",0,0,0.00245103987186643,0,0,0,0,0,0,0.0994976581648749,0.00485354430072561,0.24267721503628,0.00485354430072561,0,0,0,0,0,0,0,0,0.169874050525396,0,0,0,0,0.106777974615963,0,0,0,0,0,0,0,0,0.194141772029024,0.0558157594583445,0,0,0,4.85354430072561e-05,0,4.85354430072561e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0800834809619725,0,0,0,0,0,0,4.85354430072561e-05,0,0,0,0,0,0,0,0,0,0.024267721503628,0.0145606329021768,0
